Post_text,success
"['jaka', 'siebie', 'podobać', 'aktualny', 'cena', 'paliwo']",69.875
"['który', 'mało', 'widać', 'jesienny', 'brud']",77.0
"['chcieć', 'zobaczyć', 'wiek', 'kompleta', 'najbliższy', 'weekend']",54.375
"['zachęcać', 'wypróbować', 'komunikacja', 'miejski']",26.5
"['aktywny', 'tempomat', 'czujnik', 'parkować', 'z', 'kamera', 'cofać', 'funkcja', 'mirrorlink', 'blue', 'motion', 'technology', 'z', 'nowy', 'polo', 'prowadzić', 'pewnie', 'odkryć', 'wszystek', 'cecha', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'poznać', 'nowy', 'polo', 'skonfigurować', 'polo', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'skonfigurować', 'nowy', 'polo', 'nowepolo']",18.875
"['bezpieczny', 'powrót', 'domówić']",21.125
"['cza', 'wierzyć', 'słowo', 'pasażer', 'mówić', 'prawy', 'wolna']",72.75
"['samochód', 'mieć', 'różny', 'wyraz', 'twarz', 'przychodzić', 'głowa', 'patrzyć', 'przód', 'vw']",54.875
"['jeszcze', 'raz', 'gratulować']",5.125
"['touareg', 'który', 'oda', 'samochód', 'oczekiwać', 'coś']",50.5
"['który', 'kawałek', 'muzyczny', 'oddawać', 'droga', 'samochód', 'praca']",105.875
"['wkrótce', 'móc', 'siedzieć', 'za', 'kierownica', 'HyperText_Transfer_Protocol', 'www', 'volkswagen', 'plac', 'plac', 'model', 'jazda', 'probna', 'vw', 'html']",37.25
"['z', 'samochód', 'ojciec', 'który', 'dać', 'siebie', 'mówić', 'obojętnie']",90.125
"['nadal', 'wiedzieć', 'głosować']",67.625
"['trocha', 'staromodny', 'luby', 'plastik', 'swój', 'niepodrabialny', 'stylo', 'bezkompromisowy', 'jedyny', 'wiek', 'swoje', 'rodzaj']",32.875
"['działo', 'za', 'raz']",112.875
"['harcore', 'owy', 'drogi', 'który', 'mieć', 'okazja', 'jechać']",48.75
"['cza', 'tenże', 'wychowywać', 'mały', 'kierowca', 'jaka', 'iść']",37.875
"['ustalić', 'raz', 'sprawdzać', 'siebie', 'wiek', 'roli', 'nawigator', 'facet', 'cza', 'kobieta']",37.5
"['taka', 'patrzyć', 'pierwszy', 'skojarzyć', 'golfr']",128.0
"['pytać', 'benzyniarzy', 'który', 'paliwo', 'tankować', 'i']",118.75
"['zdanie', 'uczyć', 'prawo', 'jazda', 'a', 'powinien']",77.25
"['żeby', 'jasny', 'siebie', 'nigdzie', 'wybierać']",45.625
"['tenże', 'odliczać', 'dzień', 'premiera', 'nowy', 'passata', 'listopad', 'wszystek', 'stanąć', 'siebie', 'jasny']",409.25
"['touarega', 'z', 'napęd', 'x', 'siebie', 'boja']",60.375
"['chyba', 'oczywisty', 'prawda']",40.75
"['dzięki', 'system', 'wspomagać', 'nowescirocco', 'zapewniać', 'wyższy', 'poziom', 'komfort', 'i', 'bezpieczeństwo']",28.125
"['nowy', 'touareg', 'gotowy', 'wszystek']",72.375
"['odświeżać', 'cykl', 'volkswagen', 'tydzień', 'chcieć', 'zobaczyć', 'swoje', 'vw', 'fanpage', 'u', 'wystarczyć', 'przesłać', 'zdjęcie', 'wraz', 'z', 'krótki', 'historia', 'adres', 'mailowy', 'vwtygodnia', 'volkswagen', 'plac']",34.0
"['pierwszy', 'volkswagenem', 'wiek', 'rodzina']",225.75
"['jeździć', 'możliwie', 'najwyższy', 'bieg', 'ograniczać', 'obrót', 'silnik', 'a', 'za', 'iść', 'również', 'zużyć', 'paliwo', 'i', 'emisja', 'spaliny', 'skuteczny', 'patent', 'znać']",72.125
"['kliknąć', 'i', 'zobaczyć', 'jaka', 'prezentować', 'siebie', 'nowy', 'passat', 'chcieć', 'wejść', 'strona', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'premier', 'nowy', 'passat']",459.25
"['niech', 'moc', 'z', 'podczas', 'los', 'angeles', 'autoshow', 'zadebiutować', 'golfrvariant', 'moc', 'kilometr', 'napęd', 'koło', 'motion', 'oda', 'kilometr', 'h', 'przyspieszać', 'wiek', 'ciąg', 'sekunda']",121.125
"['ojciec', 'dobry', 'kierowca', 'powinien', 'zadbać', 'zima']",78.0
"['korzystać', 'z', 'samochód', 'głównie', 'krótki', 'dystans', 'wówczas', 'akumulator', 'rozładowywać', 'siebie', 'szybko', 'warto', 'sprawdzić', 'lubić', 'wymienić', 'teraz', 'zanim', 'zima', 'zaskoczyć', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'promocja', 'warsztatowy']",29.25
"['nowy', 'jetta', 'świetnie', 'siebie', 'prezentować', 'z', 'rodzina', 'i', 'beza', 'sprawdzać', 'siebie', 'zarówno', 'jaka', 'elegancki', 'limuzyna', 'jaka', 'tenże', 'praktyczny', 'samochód', 'rodzinny', 'sprawdzić', 'premierowy', 'pakiet', 'korzyść', 'i', 'zyskać', 'złoty', 'HyperText_Transfer_Protocol', 'www', 'volkswagen', 'plac', 'kampania', 'nowajetta']",40.75
"['nowytouareg', 'chcieć', 'spędzić', 'z', 'weekend', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'jazda', 'próbny']",54.125
"['mikrosekunda', 'miejski', 'czas', 'jaka', 'upływać', 'pomiędzy', 'zielony', 'światło', 'a', 'wcisnąć', 'klakson', 'wiek', 'samochód', 'za']",32.625
"['droga', 'święty', 'mikołaj', 'model', 'vw', 'który', 'chcieć', 'oda', 'dostać']",200.25
"['a', 'najpiękniejszy', 'który', 'mieć', 'okazja', 'jechać']",61.125
"['który', 'model', 'vw', 'właśnie', 'zwiedzać', 'oda', 'środek']",81.25
"['taka', 'pilot', 'rajdowy', 'zły', 'żyto', 'siedzieć', 'tylko', 'i', 'czytać', 'z', 'kartka', 'a', 'wygrywać', 'za', 'tylko', 'cza', 'aby', 'pewno', 'zobaczyć', 'neymar', 'jaka', 'pilot', 'ogier']",10.875
"['wiek', 'nowy', 'konfiguratorze', 'model', 'zmieniać', 'chcieć', 'i', 'oda', 'raz', 'móc', 'zobaczyć', 'efekt', 'ostrzegać', 'wciągać', 'bit', 'ly', 'konfigurator', 'model']",55.25
"['szukać', 'wszechstronny', 'i', 'elegancki', 'samochód', 'okazja', 'mieć', 'odpowiedź', 'nowy', 'jetta', 'świetnie', 'siebie', 'prezentować', 'z', 'rodzina', 'i', 'beza', 'bit', 'ly', 'nowajetta', 'dowiedzieć', 'siebie', 'zapisać', 'siebie', 'jazda', 'próbny', 'i', 'sprawdzić', 'zaleta', 'bit', 'ly', 'jazda', 'próbny']",14.75
"['nowypassat', 'zdobyć', 'gwiazdka', 'wiek', 'testo', 'oceniać', 'bezpieczeństwo', 'pasażer', 'siebie', 'prostu', 'dać', 'zapisać', 'siebie', 'bit', 'ly', 'jazda', 'próbny']",69.375
"['ekologia', 'móc', 'iścić', 'wiek', 'parr', 'z', 'oszczędność', 'nowy', 'polo', 'udowadniać', 'krok']",46.625
"['piękny', 'okaz', 'zostać', 'wyprodukować', 'wiek', 'rok', 'oda', 'czas', 'przejść', 'gruntowny', 'renowacja', 'oraz', 'kilka', 'drobny', 'modyfikacja', 'kierunkowskaz', 'przedni', 'i', 'podświetlić', 'tablica', 'rejestracyjny', 'z', 'starszy', 'rocznik', 'wnęter', 'obszyty', 'materiał', 'oddawać', 'klimat', 'auto', 'z', 'tamten', 'rok', 'obniżyć', 'i', 'utwardzić', 'zawiesić', 'przedni', 'zawiesić', 'zwęzić', 'ojciec', 'centymetr', 'tylny', 'felga', 'poszerzać', 'silnik', 'rozwiercić', 'pojemność', 'centymetr', 'sportowy', 'wałek', 'rozrząd', 'gaźnik', 'dellorto', 'drla', 'aparat', 'zapłonowy', 'bosch', 'renowacja', 'przeprowadzić', 'jędrzej', 'wspólnie', 'z', 'swoje', 'tata', 'auto', 'gotowy', 'jędrzej', 'otrzymać', 'wiek', 'prezent', 'ślubny']",23.625
"['jaka', 'sądzić', 'który', 'vw', 'najlepszy', 'auto', 'święty', 'mikołaj']",78.375
"['piękny', 'sylwetka', 'wyglądać', 'taka', 'dobry', 'wiek', 'pełny', 'słońcu', 'jaka', 'tenże', 'noc', 'wiek', 'blask', 'neon', 'bit', 'ly', 'nowescirocco']",49.5
"['podczas', 'nadchodzić', 'święto', 'pamiętać', 'ojciec', 'swoje', 'bliski']",73.625
"['samochód', 'przemówić', 'jaka', 'sądzić', 'by', 'powiedzieć']",83.25
"['a', 'wiek', 'zasadzie', 'rodzice', 'piotrka', 'passat', 'były', 'tdi', 'kilometr', 'wiek', 'wersja', 'highline', 'auto', 'z', 'rok', 'ale', 'rodzic', 'piotrka', 'kupić', 'wiek', 'rok', 'vw', 'pochodzić', 'z', 'polskiego', 'salon', 'auto', 'poleasingowe', 'kupić', 'zostać', 'z', 'przebieg', 'kilometr', 'wiek', 'chwila', 'ponad', 'kilometr', 'i', 'jaka', 'dotąd', 'mieć', 'awaria', 'kilometr', 'zmienić', 'zostać', 'rozrząd', 'poza', 'naprawić', 'mieć', 'zmiana', 'tylko', 'passata', 'były', 'chcieć', 'aby', 'i', 'volkswagen', 'lubić', 'historia', 'z', 'związać', 'pojawić', 'siebie', 'fan', 'page', 'u', 'zachęcać', 'przesłanie', 'zdjęcie', 'adres', 'vwtygodnia', 'volkswagen', 'plac']",48.5
"['model', 'circle', 'nawiązywać', 'klasyczny', 'pierwowzór', 'twister', 'przeciwieństwo', 'który', 'felga', 'wybrać', 'swój', 'wersja', 'thebeetle', 'chcieć', 'bit', 'ly', 'the', 'beetle']",49.25
"['zbliżać', 'siebie', 'koniec', 'rok', 'a', 'porać', 'podsumować', 'ił', 'kilometr', 'wykręcić', 'wiek']",75.875
"['premiera', 'vw', 'spodziewać', 'siebie', 'wiek', 'nadchodzić', 'rok']",49.625
"['taka', 'wszelki', 'wypadek', 'siadać', 'za', 'kółko', 'ciężki', 'noc']",38.125
"['jaka', 'ojciec', 'siebie', 'pisać', 'mirek', 'właściciel', 'oda', 'rok', 'i', 'oda', 'czas', 'najszczęśliwszy', 'człowiek', 'świat', 'auto', 'zostać', 'wyprodukować', 'wiek', 'rok', 'a', 'licznik', 'tysięcy', 'kilometr', 'chcieć', 'aby', 'i', 'volkswagen', 'lubić', 'historia', 'z', 'związać', 'pojawić', 'siebie', 'fan', 'page', 'u', 'zachęcać', 'przesłanie', 'zdjęcie', 'adres', 'vwtygodnia', 'volkswagen', 'plac']",24.25
"['chcieć', 'wiedzieć', 'cza', 'vw', 'samochód', 'pytać', 'sprawdzić', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'jazda', 'próbny']",19.625
"['oszukiwać', 'siebie', 'wygląd', 'znaczyć', 'nowypassat', 'rline', 'HyperText_Transfer_Protocol', 'www', 'passat', 'coś', 'plac', 'plac', 'home', 'html']",147.875
"['zabezpieczyć', 'podwóz', 'solić', 'drogowy', 'czas', 'zima']",22.375
"['golf', 'variant', 'przygotować', 'wyzwać', 'towarzyszyć', 'aktywny', 'trybowy', 'życie', 'bit', 'ly', 'konfigurator', 'model']",28.0
"['zdanie', 'wydarzyć', 'rok', 'wiek', 'świat', 'vw', 'a', 'premier', 'nowy', 'passata', 'były', 'dominacja', 'vw', 'wiek', 'cykl', 'wrc', 'c', 'premier', 'golfa', 'sportsvana', 'd', 'lato', 'golfa']",65.25
"['ojciec', 'tyli', 'obniżyć', 'zawiesić', 'golfa', 'gti', 'dzięki', 'trzymać', 'siebie', 'zakręt', 'HyperText_Transfer_Protocol', 'www', 'volkswagen', 'plac', 'plac', 'model', 'golf', 'gti', 'highlights', 'html', 'hektolitr', 'cat']",109.0
"['nowypassatvariant', 'udowadniać', 'elegancja', 'i', 'funkcjonalność', 'móc', 'iścić', 'z', 'siebie', 'wiek', 'parr', 'HyperText_Transfer_Protocol', 'www', 'passat', 'coś', 'plac', 'plac', 'home', 'html', 'page', 'thepassatestate', 'section', 'areacontent', 'about']",19.0
"['zwykły', 'praktyczny', 'samochód', 'i', 'trudny', 'decyzja', 'który', 'miąć', 'lepszy', 'golfvariant', 'cza', 'golfsportsvan', 'prostu', 'sprawdzić', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'jazda', 'próbny']",56.0
"['wybierać', 'siebie', 'ferie', 'samochód', 'zadbać', 'ojciec', 'bezpieczeństwo', 'bliski', 'taka', 'siebie', 'składać', 'mieć', 'wyprzedaż', 'atrakcyjny', 'koło', 'zimowy', 'zobaczyć', 'HyperText_Transfer_Protocol', 'www', 'volkswagen', 'plac', 'plac', 'serwis', 'i', 'akcesorium', 'czesci', 'i', 'akcesorium', 'oryginalny', 'akcesorium', 'volkswagen', 'oryginalny', 'ko', 'a', 'zimowy', 'html']",15.5
"['no', 'właśnie', 'wiek', 'który', 'model', 'właśnie', 'siedzieć']",184.25
"['ruszać', 'nowy', 'sezon', 'rajdowy', 'a', 'wraz', 'z', 'trasa', 'wyjeżdżać', 'nowy', 'polo', 'rok', 'wrc', 'kibicować', 'załoga', 'wiek', 'inaugurować', 'cały', 'cykl', 'rajd', 'monte', 'carlo', 'mieć', 'swoje', 'faworyt']",16.625
"['golf', 'zostać', 'raz', 'kolejny', 'docenić', 'raz', 'przez', 'dziennikarz', 'zza', 'ocean', 'dziękować']",49.875
"['cza', 'możny', 'siebie', 'wymarzyć', 'lepszy', 'początek', 'sezon', 'rajdowy', 'cały', 'podium', 'wiek', 'inaugurować', 'zawody', 'zająć', 'ekipa', 'volkswagen', 'motorsport', 'cóż', 'za', 'emocja', 'źródło', 'volkswagen', 'motorsport']",14.75
"['nowytouareg', 'z', 'napęd', 'motion', 'prawdziwy', 'ekspert', 'oda', 'przyczepność', 'oraz', 'jazda', 'ubity', 'droga', 'zobaczyć', 'bit', 'ly', 'poznać', 'nowy', 'touarega']",49.625
"['no', 'i', 'mieć', 'problem', 'móc', 'zdecydować', 'który', 'z', 'kolor', 'oddawać', 'dusza', 'golfa', 'gti', 'pomóc', 'bit', 'ly', 'poznać', 'golfa', 'gti']",157.375
"['warto', 'zobaczyć', 'wiek', 'weekend', 'wiek', 'krakowski', 'kino', 'nowy', 'jetta', 'wiek', 'program', 'możliwość', 'spotkanie', 'z', 'aktor', 'wiek', 'cztery', 'oko', 'możliwość', 'zrobić', 'siebie', 'wspólny', 'zdjęcie', 'możliwość', 'umówić', 'siebie', 'wspólny', 'przejażdżka', 'przegapić', 'okazja']",11.875
"['nowy', 'passat', 'tylko', 'doskonale', 'wyglądać', 'potrafić', 'również', 'rasowy', 'sportowiec', 'silnik', 'tdi', 'przykład', 'moc', 'kilometr', 'HyperText_Transfer_Protocol', 'www', 'passat', 'coś', 'plac', 'plac', 'home', 'html']",64.625
"['żyto', 'potrafić', 'czas', 'zaskakiwać', 'między', 'stworzyć', 'sharana', 'bit', 'ly', 'poznać', 'sharana']",29.75
"['zachodzie', 'beza', 'zmiana', 'według', 'raport', 'firma', 'analityczny', 'jata', 'dynamics', 'vw', 'golf', 'oda', 'często', 'kupować', 'samochód', 'wiek', 'cały', 'europ', 'dziękować', 'za', 'zaufać']",96.25
"['grana', 'turismo', 'diesel', 'silnik', 'gwarantować', 'sportowy', 'i', 'oszczędny', 'jazda', 'rodzina', 'gtd', 'niebawem', 'powiększyć', 'siebie', 'ojciec', 'nowy', 'członek', 'powitać', 'golfa', 'gtd', 'variant', 'oraz', 'kilometr', 'odliczać', 'maja', 'czas', 'zacząć']",81.0
"['zima', 'mieć', 'wiek', 'rok', 'tęgi', 'trocha', 'z', 'zazdrość', 'patrzyć', 'kolega', 'z', 'szwecji', 'z', 'reszta', 'zobaczyć', 'pseudonim', 'szczęście', 'mieć', 'lepszy', 'piłkarz', 'ręczny']",24.875
"['chcieć', 'skorzystać', 'z', 'wyprzedaż', 'rocznik', 'i', 'szukać', 'odpowiednio', 'wersja', 'auto', 'sprawdzić', 'wyszukiwarka', 'sprzedażowy', 'HyperText_Transfer_Protocol', 'www', 'volkswagen', 'plac', 'wyprzedaz']",19.5
"['zrobić', 'ranking', 'czynność', 'eksploatacyjny', 'który', 'warto', 'wykonać', 'z', 'wykorzystać', 'oryginalny', 'częsty', 'volkswagen', '®', 'zależny', 'oda', 'wieko', 'auto', 'wiek', 'czołówka', 'ranking', 'znaleźć', 'siebie', 'wymiana', 'rozrząd', 'kusić', 'los', 'skorzystać', 'z', 'promocja', 'tylko', 'końca', 'luty', 'bit', 'ly', 'promocjevw', 'naprawa', 'rozrząd']",14.75
"['siedzieć', 'za', 'kierownica', 'swoje', 'vw', 'czujnik', 'zbliżeniowy', 'wariować', 'i', 'wiedzieć', 'coś', 'siebie', 'kroić', 'dobry', 'akurat', 'walentynki', 'nawet', 'dobry']",12.125
"['plan', 'walentynki', 'grać', 'wiek', 'gra', 'partnerem', 'strategiczny', 'tegoroczny', 'walentynki', 'prawdziwy', 'facet', 'golfgti', 'oraz', 'thecrew', 'https', 'www', 'facebook', 'coś', 'thecrew', 'de', 'fref', 'ts']",20.625
"['nawet', 'polskich', 'droga', 'niewiele', 'rzecz', 'który', 'wiek', 'stanąć', 'zaskoczyć', 'nowy', 'touarega', 'bit', 'ly', 'poznać', 'nowy', 'touarega']",40.125
"['nowypassat', 'zdobyć', 'najwyższy', 'uznać', 'czytelnik', 'automoto', 'oraz', 'miesięcznik', 'motor', 'wiek', 'kategoria', 'samochód', 'klasa', 'średnia', 'dziękować', 'HyperText_Transfer_Protocol', 'www', 'passat', 'coś', 'plac', 'plac', 'home', 'html']",79.25
"['publiczność', 'wybrać', 'kino', 'wiek', 'warszawie', 'łódź', 'i', 'krakowie', 'mieć', 'okazja', 'przekonać', 'siebie', 'nowy', 'jetta', 'świetnie', 'siebie', 'prezentować', 'ekran', 'i', 'żywo', 'który', 'mielić', 'okazja', 'tama', 'osobiście', 'mieć', 'relacja', 'z', 'wydarzyć', 'zobaczyć']",17.375
"['ogromny', 'przestrzeń', 'realizacja', 'wielki', 'plan', 'pani', 'i', 'pan', 'oto', 'nowytouran', 'nowy', 'wersja', 'z', 'najpopularniejszy', 'van', 'wiek', 'polsce', 'i', 'świat', 'ujrzeć', 'światło', 'dzienny', 'podczas', 'nadchodzić', 'targi', 'wiek', 'genewie', 'zobaczie', 'jaka', 'prezentować', 'siebie', 'wiek', 'wersja', 'rok', 'line', 'bit', 'ly', 'nowy', 'touran']",91.5
"['wiek', 'niektóry', 'samochód', 'kolor', 'większy', 'znaczyć', 'nizać', 'wiek', 'z', 'thebeetle', 'bit', 'ly', 'konfigurator', 'model']",22.75
"['skorzystać', 'z', 'wyszukiwarka', 'wyprzedażowej', 'wybrać', 'swój', 'wymarzyć', 'konfiguracja']",13.0
"['lada', 'moment', 'rozpoczynać', 'siebie', 'międzynarodowy', 'targ', 'motoryzacyjny', 'wiek', 'genewie', 'jaka', 'przedsmak', 'prezentować', 'sportcoupeconceptgte']",136.0
"['coś', 'siebie', 'kroić', 'zapraszać', 'obejrzeć', 'bezpośredni', 'relacja', 'z', 'genewy', 'konferencja', 'zaczynać', 'siebie', 'ojciec', 'HyperText_Transfer_Protocol', 'c', 'mescdn', 'coś', 'comsat', 'medium', 'vw', 'lang', 'en']",33.25
"['elegancja', 'funkcjonalność', 'a', 'oszczędność', 'zamknąć', 'maska', 'samochód', 'oto', 'nowypassatgte']",41.875
"['europa', 'wybrać', 'nowy', 'passata', 'HyperText_Transfer_Protocol', 'www', 'passat', 'coś', 'plac', 'plac', 'home', 'html']",69.375
"['kolejny', 'dzień', 'i', 'kolejny', 'konferencja', 'bezpośredni', 'transmisja', 'startować', 'ojciec', 'HyperText_Transfer_Protocol', 'c', 'mescdn', 'coś', 'comsat', 'medium', 'vw', 'lang', 'en']",9.5
"['nowypassatgte', 'raz', 'jeszcze', 'raz', 'zobaczyć', 'wiek', 'akcja']",31.0
"['sportcoupeconceptgte', 'film', 'wrzucać', 'beza', 'zbędny', 'wywód', 'prostu', 'nacieszyć', 'oko']",22.0
"['powiększyć', 'rodzina', 'passatów', 'wiek', 'pełny', 'okazałość']",57.0
"['zastanawiać', 'siebie', 'jaka', 'nowytouran', 'zobaczyć']",13.5
"['oraz', 'charakterystyczny', 'trójkątny', 'boczny', 'okienko']",66.75
"['a', 'oto', 'jeszcze', 'raz', 'tegoroczny', 'nowość', 'z', 'salon', 'wiek', 'genewie']",90.625
"['zobaczyć', 'genewo']",15.25
"['warto', 'jednak', 'sprawdzić', 'z', 'który', 'z', 'czuć', 'siebie', 'bit', 'ly', 'nowy', 'jetta', 'konfigurator']",27.625
"['posłuchać', 'swoje', 'wewnętrzny', 'głos', 'bit', 'ly', 'poznać', 'golfa', 'gti']",66.375
"['golfcabriolet', 'zyskać', 'nowy', 'perspektywa', 'bit', 'ly', 'golf', 'cabriolet']",34.125
"['nowy', 'touran', 'ponad', 'innowacyjny', 'rozwiązanie', 'zobaczyć', 'jaka', 'siebie', 'prezentować', 'HyperText_Transfer_Protocol', 'touran', 'premiere', 'volkswagen', 'coś', 'culture', 'plac', 'plac']",45.5
"['nowescirocco', 'skonfigurować', 'swoje', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'nowy', 'scirocco', 'konfigurator']",49.25
"['jaka', 'przygotowanie', 'nowy', 'pora', 'rok', 'HyperText_Transfer_Protocol', 'www', 'volkswagen', 'plac', 'plac', 'serwis', 'i', 'akcesorium', 'aktualny', 'promocja', 'html']",28.0
"['poznać', 'samochód', 'rok', 'HyperText_Transfer_Protocol', 'www', 'passat', 'coś', 'plac', 'plac', 'home', 'html']",47.375
"['zapisać', 'siebie', 'jazda', 'próbny', 'volkswagenem', 'bit', 'ly', 'jazda', 'próbny']",17.25
"['silnik', 'tdi', 'scr', 'bluemotion', 'technology', 'wiek', 'nowy', 'passacie', 'kilometr', 'oraz', 'średnia', 'l', 'kilometr', 'HyperText_Transfer_Protocol', 'www', 'passat', 'coś', 'plac', 'plac', 'home', 'html', 'page', 'features']",43.5
"['z', 'myśleć', 'ojciec', 'milion', 'kierowca', 'i', 'wiele', 'stresować', 'sytuacja', 'droga', 'volkswagen', 'pracować', 'nad', 'system', 'wspomagać', 'jazda', 'suwak', 'wiek', 'korek', 'zdać', 'zipper', 'drive', 'assist', 'informacja', 'wkrótce', 'oczywiście', 'prima', 'aprilisowy', 'żart']",21.5
"['koń', 'mechaniczny', 'prima', 'aprilis', 'golfr', 'bit', 'ly', 'poznać', 'golfar']",51.0
"['golf', 'często', 'wyszukiwać', 'i', 'pożądać', 'dziękować']",72.0
"['życzyć', 'volkswagen', 'polska']",34.375
"['bezpiecznie', 'zostać', 'wiek', 'środek']",31.375
"['rodzina', 'passatów', 'pozdrawiać', 'święto', 'ił', 'kilogra', 'wrócić', 'kilometr', 'przybyć', 'licznik', 'ostatni', 'weekend', 'HyperText_Transfer_Protocol', 'www', 'passat', 'coś', 'plac', 'plac', 'home', 'html']",47.375
"['chcieć', 'mieść', 'samochód', 'rok', 'przez', 'tydzień', 'tylko', 'a', 'móc', 'chcieć', 'zobaczyć', 'zmagać', 'najlepszy', 'kierowca', 'wrc', 'żywo', 'nica', 'prostszy', 'wejść', 'strona', 'i', 'wziąć', 'udział', 'wiek', 'konkurs', 'www', 'vwkonkurs', 'plac', 'wygrać', 'x', 'volkswagen', 'passat', 'cały', 'tydzień', 'x', 'wejściówka', 'rajd', 'wrc', 'wiek', 'mikołajek', 'x', 'pendrive', 'kluczyk', 'volkswagena']",175.125
"['model', 'wiek', 'nowość', 'golfgte', 'passatgte', 'oraz', 'sharan', 'stoisko', 'volkswagena', 'poznańmotorshow', 'zajmować', 'metrum', 'kwadratowy', 'i', 'kusy', 'liczny', 'atrakcja', 'zapraszać']",70.0
"['oto', 'odświeżyć', 'wersja', 'największy', 'samochód', 'rodzinny', 'z', 'nowy', 'ekonomiczny', 'jednostka', 'napędowy', 'sharan']",68.75
"['wystarczyć', 'stanąć', 'żeby', 'poczuć', 'gęsi', 'skórkę', 'wystarczyć', 'odwiedzić', 'stanowisko', 'volkswagena', 'targi', 'żeby', 'stanąć', 'polorwrc']",20.5
"['oto', 'model', 'który', 'raz', 'zmienić', 'wizerunek', 'hybryda', 'golfgte', 'nowy', 'hotelowy', 'hatch', 'z', 'zespół', 'napędowy', 'ojciec', 'moc', 'kilometr', 'cza', 'powtórzyć', 'sukces', 'ikona', 'który', 'golfgti']",55.875
"['taka', 'samochód', 'zużywać', 'mało', 'nizać', 'litra', 'paliwo', 'kilometr', 'taka', 'samochód', 'produkować', 'seryjnie', 'mieć', 'wersja', 'cabrio', 'xl']",115.25
"['oto', 'główny', 'bohater', 'kończyć', 'siebie', 'targi', 'passatgte', 'nowy', 'hybrydowy', 'członek', 'rodzina', 'passatów', 'silnik', 'elektryczny', 'móc', 'pokonać', 'kilometr', 'całkowity', 'zasięg', 'wynosić', 'natomiast', 'kilometr']",78.0
"['thebeetle', 'prostu', 'wiek', 'siebie', 'coś', 'wystarczyć', 'usiąść', 'za', 'kierownica', 'żeby', 'poczuć']",48.25
"['targ', 'poznać', 'motor', 'show', 'z', 'oficjalny', 'dany', 'wynikać', 'wiek', 'ciąg', 'trzy', 'dzień', 'impreza', 'odwiedzić', 'ponad', 'tysięcy', 'pasjonat', 'motoryzacja', 'zdecydowany', 'większość', 'odwiedzać', 'gościć', 'wiek', 'strefa', 'volkswagena', 'dziękować', 'i', 'zapraszać', 'za', 'rok']",32.625
"['golf', 'sportsvan', 'nagrodzić', 'wiek', 'plebiscyt', 'redaktor', 'dotyczy', 'design', 'award', 'wiek', 'kategoria', 'product', 'design']",31.75
"['najważniejszy', 'zasada', 'ecodrivingu', 'zrelaksować', 'siebie', 'i', 'zrelaksować', 'podzielić', 'siebie', 'zasadą', 'z', 'facebooku', 'wziąć', 'udział', 'wiek', 'konkurs', 'www', 'volkswagen', 'plac', 'thinkblue']",726.75
"['ruszać', 'kolejny', 'edycja', 'blue', 'challenge', 'chcieć', 'wygrać', 'wyjazd', 'san', 'francisco', 'zrelaksować', 'siebie', 'i', 'wejść', 'strona', 'www', 'volkswagen', 'plac', 'thinkblue']",85.0
"['muzyk', 'łagodzić', 'obyczaj', 'true', 'również', 'droga', 'wybierać', 'najlepszy', 'utwór', 'relaks', 'za', 'kierownica', 'pomóc', 'wrzucać', 'swój', 'kawałek', 'wiek', 'komentarz', 'post', 'wziąć', 'udział', 'wiek', 'konkurs', 'www', 'volkswagen', 'plac', 'thinkblue']",14.125
"['wyluzować', 'pies', 'wyluzować', 'kierowca', 'wabić', 'siebie', 'szermi', 'polajkuj', 'i', 'udostępnić', 'aby', 'kierowca', 'tenże', 'poznać', 'zasady', 'ecodrivingu', 'wziąć', 'udział', 'wiek', 'konkurs', 'www', 'volkswagen', 'plac', 'thinkblue']",251.0
"['oda', 'czas', 'czas', 'wrzucać', 'luz', 'i', 'nucić', 'coś', 'za', 'kierownica', 'a', 'nucić', 'pochwalić', 'siebie', 'wiek', 'komentarz', 'wziąć', 'udział', 'wiek', 'konkurs', 'www', 'volkswagen', 'plac', 'thinkblue']",14.5
"['trasa', 'wyścig', 'siebie', 'oszczędzać', 'jechać', 'auto', 'wręczyć', 'przeciwnie', 'sprawdzić', 'spalać', 'swoje', 'diesel', 'osiągnąć', 'robert', 'korzeniowski', 'kierować', 'siebie', 'zasadami', 'eco', 'drivingu', 'przygotować', 'swój', 'film', 'i', 'ruszać', 'walka', 'z', 'mistrz']",30.25
"['znać', 'najlepszy', 'sposobić', 'żeby', 'jeździć', 'nowy', 'volkswagenem', 'easy', 'drive', 'nowy', 'rewolucyjny', 'program', 'finansowy', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'easydrive']",17.875
