success,peak_neg_1_african_names,mean_pos_88_teaching,peak_neg_22_culture,peak_neg_34_european_names,peak_neg_100_TheSage,peak_neg_12_big,peak_neg_23_dead,peak_neg_45_healthy_positive,mean_neg_12_big,peak_neg_27_innovative,peak_neg_52_innovative_rachel,peak_neg_75_polite,peak_neg_81_science,mean_pos_7_arts_2,mean_pos_6_arts,peak_neg_14_blunt,peak_neg_76_power,peak_neg_91_TheCitizen,peak_neg_2_african_names_2004,peak_neg_35_evaluating,peak_neg_24_descriptive,mean_pos_61_math,peak_neg_61_math,peak_neg_19_community,mean_neg_102_nan,peak_pos_32_emotionally_stable,peak_pos_107_nan,mean_neg_97_open,peak_pos_33_nan,peak_pos_39_extroverted,peak_pos_79_nan,peak_pos_82_see,mean_neg_104_trust,peak_pos_38_extrovert,peak_pos_46_healthy_restrictive,peak_pos_78_protective,mean_pos_104_trust,peak_pos_87_attractive,peak_pos_10_beautiful,peak_pos_115_nan,peak_pos_70_diligent,peak_pos_66_nan,peak_pos_20_cool,peak_pos_50_indulgent,peak_pos_108_unattractive,peak_pos_109_uncool,peak_pos_104_trust,peak_pos_30_nan,peak_pos_11_below,peak_pos_74_bargain
1.0,0.11121404199577008,0.09615912191118545,0.09575694930326803,0.09450803317482695,0.09314375239715218,0.09241794858912977,0.09147938372886175,0.08655337738699176,0.08489700212000173,0.08393338812170309,0.08393338812170309,0.08313026653842433,0.08145710104582077,0.08066688318711249,0.08066688318711249,0.08003327235187774,0.07979540531686431,0.07964092175139008,0.07941551155529021,0.0793076983321019,0.07895719506124271,0.07735257528909806,0.07724115497653374,0.0763962391709012,0.07342806665362878,-0.05544175285418425,-0.055665595557661623,-0.05631799847482998,-0.05676599458081762,-0.05694048119363852,-0.05695781472623388,-0.05699019660697769,-0.057416502634815486,-0.05764400802339928,-0.05949939871729875,-0.05996504921806734,-0.05997063141975336,-0.06524461233350602,-0.06580578556107018,-0.06593830597657535,-0.0667505219600582,-0.06711132651923331,-0.06799106504472434,-0.0682312551408978,-0.06851732023373792,-0.06971044456877898,-0.07050830256713414,-0.07446399147394432,-0.08085898702312677,-0.0866391206529977
0.11121404199577008,1.0,0.08945503157688746,0.31596928790297674,0.5609991171868953,0.23787085523413717,0.2032595767960959,0.27885740455212144,0.27618369641374746,-0.009430756305173356,0.2366450213795499,0.2366450213795499,0.21950686153325785,0.27448111018652405,0.12657397771336976,0.12657397771336976,0.2594131516667835,0.3433425350018157,0.24059859682191445,0.620769234530852,0.2269962046287439,0.23036052399287596,0.09462871741560437,0.19888034697467682,0.21437232235022216,0.14669263922167555,-0.2561784059786991,-0.23540790007468804,-0.04753323512418624,-0.24741329257657435,-0.25228634204148725,-0.21313735562862812,-0.23003630866612576,-0.1570020738796092,-0.2709711101061111,-0.27008622639007607,-0.4802829745832541,-0.09796406591193581,-0.25338224082604904,-0.19304517742103341,-0.22163246746442578,-0.2467188608413373,-0.3342701856243695,-0.24087597213061324,-0.2834014518020754,-0.25424802911428634,-0.20810982576808512,-0.26436458263097246,-0.23208162324717713,-0.36054231546083143,-0.3102649642942194
0.09615912191118545,0.08945503157688746,1.0,0.12368188231859654,0.1109283453339056,0.13201967749792243,0.09114136882431378,0.12372988975167365,0.0737179227158407,0.035443420939825186,0.21433393844441648,0.21433393844441648,0.1190898766357569,0.11758550994637806,0.30943441816368245,0.30943441816368245,0.07990489448763022,0.08943590546488903,0.14151477170943622,0.09053290315520533,0.12442637329175758,0.11105843535564942,0.28860023467450796,0.09303864719728182,0.07453659859105825,0.0775209544181357,0.1754779225795466,0.09505263079263715,-0.03683836809173197,0.2119540093876096,0.1653076362537646,0.06717207874733568,0.06459866973169348,-0.40453719102555097,0.18135244358274544,0.0638153964854684,0.022017457086979112,0.015010456393964594,0.11408630907945988,-0.002810619832453338,0.10364120491732687,0.09816204474032146,0.18865242798788415,0.06161894800676402,-0.008741484723138316,0.08338445402085479,0.17591566665875288,-0.05720919865791081,-0.0192734781859537,-0.047223081159478084,-0.13687578900056407
0.09575694930326803,0.31596928790297674,0.12368188231859654,1.0,0.4282812311829454,0.45999052682914277,0.33193465911406955,0.39514473109411896,0.34674097964924105,0.15772204362680614,0.1014571695293408,0.1014571695293408,0.6288412148934197,0.3916610804104674,0.20886085324565254,0.20886085324565254,0.4160367431985273,0.20195820168480882,0.2399817553035568,0.40239134003827964,0.28842195601499504,0.19198231184252382,0.18675895698006073,0.21615289810756597,0.5407819683271959,0.38335513913448765,-0.24140210998304804,-0.1463778414244474,0.059496806701058745,-0.15330169768855895,-0.1800512374023818,-0.12438946911824925,-0.13766223175660536,-0.1732223626862675,-0.1769596595436162,-0.19761898866062266,-0.3465611420170485,-0.34865755316987135,-0.15895416512644825,-0.10660484065616888,-0.16433747442205926,-0.13875635072995574,-0.25948027076854413,-0.15541244084942896,-0.162099943838526,-0.1663287633866663,-0.15132150453451207,-0.5490141244548747,-0.12196714334165036,-0.2611674280503877,-0.27148608680559316
0.09450803317482695,0.5609991171868953,0.1109283453339056,0.4282812311829454,1.0,0.2349922847137712,0.18342023331392743,0.22563636832936568,0.19141558551109586,-0.000536903700018653,0.09313510767510079,0.09313510767510079,0.285542660943679,0.25163575285595524,0.21732185478282987,0.21732185478282987,0.2748389296815013,0.18868447377692896,0.1631379953446812,0.7211570393401392,0.12718368460248694,0.16508436404913499,0.09590005921834147,0.13297745901931618,0.23124870978490247,0.1857988863833558,-0.27739159953094333,-0.22485280469797264,-0.0580908290651423,-0.27717522604845535,-0.26320966557045516,-0.1666258485827162,-0.15874966870607934,-0.2068621114978784,-0.28433705787241065,-0.39642516929661864,-0.5614983109810813,-0.14195689187792163,-0.2079491770485998,-0.14176174541266134,-0.20993547005675445,-0.1860250220394581,-0.3503752775596061,-0.22401041906028277,-0.23009773177292714,-0.22566272118994019,-0.24106777945577815,-0.29971842707976176,-0.1635425065196171,-0.42653471421492,-0.2601182888182444
0.09314375239715218,0.23787085523413717,0.13201967749792243,0.45999052682914277,0.2349922847137712,1.0,0.28301332541979707,0.49637532391624956,0.3030164761762558,0.07414979627898237,0.17561966079619773,0.17561966079619773,0.7376693046977094,0.6515078463015623,0.18559196015496085,0.18559196015496085,0.5134229542350117,0.257840626849005,0.6104335879897619,0.23051566707395307,0.3979446933564057,0.35684318544444354,0.03293705890479055,0.3550537127801839,0.4721467189832696,0.1168386624008054,-0.14544810412573325,-0.07348959111706022,0.24641482903654222,-0.0798325290240019,-0.06678441803381563,-0.06234820808018205,-0.10377786821580232,-0.211644560292409,-0.07381027580785733,-0.15600967936939855,-0.22705686108017406,-0.1835160170523029,-0.09685803774966475,-0.0710029512758801,-0.07513120275739128,-0.06162654972747582,-0.2009243077345983,-0.05266000489800861,-0.14768346138317054,-0.09762189142465066,-0.07855750811190873,-0.3122910083456813,-0.08714163414036628,-0.202549203810925,-0.3961536176806743
0.09241794858912977,0.2032595767960959,0.09114136882431378,0.33193465911406955,0.18342023331392743,0.28301332541979707,1.0,0.49011936830071046,0.5436452473104134,0.7329323849156094,0.14874935624833632,0.14874935624833632,0.34950920068646374,0.295644080429996,0.08432001624648826,0.08432001624648826,0.3517321020575632,0.33208629686966795,0.43952522944654704,0.19785691929936772,0.22843499897704025,0.15004299169406207,0.016480220296092318,0.26615054927397136,0.2281362454171927,0.20215359767158328,-0.14310786964420455,-0.09651998476663155,0.057938899632737274,-0.07965008983053973,-0.06217819879273661,-0.07433818901038902,-0.1386367130436221,-0.19298016322998124,-0.06652841590698881,-0.10232222772639314,-0.22529389017243798,-0.2670813543626412,-0.11821697951790393,-0.08402390221042387,-0.08494974758714968,-0.1379764252932682,-0.16628199040660555,-0.08053158779480354,-0.0892519063525926,-0.11817618979860103,-0.07548506580315828,-0.4320941779734955,-0.07933390641415451,-0.19561799623457163,-0.11138549448591391
0.09147938372886175,0.27885740455212144,0.12372988975167365,0.39514473109411896,0.22563636832936568,0.49637532391624956,0.49011936830071046,1.0,0.4676111014891207,0.22278453279027072,0.19602728347403506,0.19602728347403506,0.506254039168284,0.4315327047729319,0.15773850101419315,0.15773850101419315,0.45783734358913625,0.3127214249805961,0.5226911369204135,0.2269045272568811,0.40978733472792045,0.2732992687309438,0.07240293264166099,0.4711212643798725,0.3070528987586336,0.339948418908317,-0.21209248875938136,-0.1361782694682238,-0.010948332536367546,-0.11327373852159378,-0.12345854999134741,-0.13814834687597194,-0.1742202114881911,-0.19248702194475106,-0.1197044752340277,-0.1387178736197202,-0.25631735758147867,-0.3534204374724056,-0.1514963800461827,-0.12414944729060072,-0.13817353221001935,-0.15663221041410696,-0.2182358005796397,-0.14508464903347776,-0.15206261519805553,-0.155662502546474,-0.10651695933691276,-0.5603110523396151,-0.1344420985666137,-0.20373510540437884,-0.22748392005865548
0.08655337738699176,0.27618369641374746,0.0737179227158407,0.34674097964924105,0.19141558551109586,0.3030164761762558,0.5436452473104134,0.4676111014891207,1.0,0.3601499522603584,0.21800763433904707,0.21800763433904707,0.3541712023721505,0.33511564167712976,0.04811918927074526,0.04811918927074526,0.41294683010098887,0.43130195325228715,0.4081277174833714,0.20538170240191994,0.291939993262112,0.20084567202267248,0.07521511196372288,0.3575558497472019,0.33468408902251673,0.2318333739825838,-0.16934342411348888,-0.12704520937585506,0.12016786859945669,-0.11740912378637128,-0.10785544388583632,-0.13666762392174336,-0.18690779267150587,-0.15562908328651642,-0.12298029688768883,-0.11522243860561902,-0.2231558755680036,-0.2028476733526334,-0.14663036982813552,-0.12237230112482263,-0.14062802602724694,-0.1475859865505011,-0.1715719905546144,-0.12226491598649808,-0.14590990919395186,-0.14016112044621137,-0.10717939466507903,-0.3846016800135023,-0.13229378219384946,-0.23816071560927418,-0.1435978121682624
0.08489700212000173,-0.009430756305173356,0.035443420939825186,0.15772204362680614,-0.000536903700018653,0.07414979627898237,0.7329323849156094,0.22278453279027072,0.3601499522603584,1.0,-0.014600871742823039,-0.014600871742823039,0.13808935821169485,0.09201600850951895,-0.02614548490456785,-0.02614548490456785,0.11375487193654334,0.06396625881573156,0.19410790300241013,0.033355636684567105,0.0490268493448114,-0.03305657303509866,-0.0009408538581799734,0.041163372698160686,0.10559705308127516,0.09785779457225277,-0.015538024822423611,-0.03286660320241122,0.10744542852079796,0.013913834979515299,-4.519954181223215e-06,-0.02107135939543289,-0.04295559421549297,-0.07438324304860304,-0.006455023687071684,0.001739518709565116,-0.036011795943595,-0.24228530118039127,-0.05423814896469177,-0.036526902761685104,-0.031751842843407686,-0.06544165423531662,-0.017962764814825217,0.00894806825214047,-0.02172052592858975,-0.04237367392723697,-0.0147993857632303,-0.22126345508483827,-0.030852382650001904,-0.05291848049249943,0.005269968504976867
