,success,dim_0_above,dim_1_african_names,dim_2_african_names_2004,dim_3_aktiv,dim_4_alive,dim_5_altmodisch,dim_6_arts,dim_7_arts_2,dim_8_bad,dim_9_basic,dim_10_beautiful,dim_11_below,dim_12_big,dim_13_blue_collar,dim_14_blunt,dim_15_career,dim_16_cheap,dim_17_children,dim_18_closed,dim_19_community,dim_20_cool,dim_21_cruel,dim_22_culture,dim_23_dead,dim_24_descriptive,dim_25_design,dim_26_destructive,dim_27_innovative,dim_28_responsible,dim_29_TheRebel,dim_30_appetitlich,dim_31_electric,dim_32_emotionally_stable,dim_33_ernst,dim_34_european_names,dim_35_evaluating,dim_36_expensive,dim_37_extraverted,dim_38_extrovert,dim_39_extroverted,dim_40_family,dim_41_fascination,dim_42_female,dim_43_friendship,dim_44_functionality,dim_45_healthy_positive,dim_46_healthy_restrictive,dim_47_impractical,dim_48_inaktiv,dim_49_winner,dim_50_indulgent,dim_51_cold,dim_52_innovative_rachel,dim_53_inside,dim_54_introverted,dim_55_kind,dim_56_kompliziert,dim_57_lazy,dim_58_lifestyle,dim_59_lustig,dim_60_male,dim_61_math,dim_62_modern,dim_63_modern_2,dim_64_music,dim_65_musical_instrument,dim_66_nachhaltig,dim_67_natürlich,dim_68_neurotic,dim_69_new,dim_70_diligent,dim_71_outside,dim_72_performance,dim_73_pleasant,dim_74_bargain,dim_75_polite,dim_76_power,dim_77_practical,dim_78_protective,dim_79_sympathisch,dim_80_safety,dim_81_science,dim_82_see,dim_83_show,dim_84_small,dim_85_sustainable,dim_86_sustainable_2,dim_87_attractive,dim_88_teaching,dim_89_technical,dim_90_TheCarer,dim_91_TheCitizen,dim_92_TheCreator,dim_93_TheExplorer,dim_94_TheHero,dim_95_TheInnocent,dim_96_TheJester,dim_97_open,dim_98_traditional,dim_99_TheRuler,dim_100_TheSage,dim_101_TheWizard,dim_102_traditionell,dim_103_trendy,dim_104_trust,dim_105_trustworthy,dim_106_ugly,dim_107_unappetitlich,dim_108_unattractive,dim_109_uncool,dim_110_unkompliziert,dim_111_unnatürlich,dim_112_unpleasant,dim_113_unsustainable,dim_114_unsustainable_2,dim_115_unsympathisch,dim_116_untrustworthy,dim_117_unwirksam,dim_118_valuable,dim_119_TheLover,dim_120_warm,dim_121_weapon,dim_122_white_collar,dim_123_white_names_1998,dim_124_pleasant_2,dim_125_volkswagen
success,1.0,0.02053374655274971,0.0326735419795345,0.04550818568765564,-0.005810529718340654,-0.007955861271075122,-0.05670305509672508,0.02544746696898618,0.02544746696898618,0.010158529040816789,-0.0004657021445617806,-0.022612661007979,-0.013699265076975138,0.0034823098010534404,0.00665086620387792,0.05044241309622983,0.03544110292277892,-0.017325271436451323,0.029191895300417662,0.0014718517750462814,0.062124398552835566,-0.024898242186988016,0.009194932309626412,0.04018642482383893,-0.022252352702268555,-0.03446825171478429,-0.04163909930939094,-0.01056562223014532,-0.026974857628067724,0.010528947683041304,0.031029820731145488,-0.03252561558152805,-0.058431057540440104,0.0018613971136654036,-0.007011375637622231,0.05324436306967972,-0.010008188222647223,-0.041367706852719885,-0.0036699951416962187,0.0050936069300203685,0.0075356553537850686,0.04399730842226337,-0.00839932053454032,0.04331777642665178,0.012120848587406126,,0.005733333664241855,-0.015147681323599817,0.00425626770792484,-0.025301027735519427,0.10434372529850958,-0.036219289955938025,-0.034105179419580994,-0.026974857628067724,0.00672016585124357,-0.006433386401625389,0.010842497643183133,-0.013540908750239436,-0.027779993582411566,0.05231971628363219,-0.000553344414280087,0.062446757368465784,0.06696911382222821,-0.008343115718840891,-0.008343115718840891,0.02273493621477519,-0.0072656958787104455,0.008765800757266002,-0.0022849316459833866,0.029962775276653825,-0.006154704666532746,0.008473038869478904,-0.00828349496312011,0.04480258004651737,0.03130023137757168,-0.027973664844374087,0.018128421532947067,0.04517078333534135,-0.044402685797108675,-0.028268220491772758,-0.0076891058861463385,,0.0052700010600693,0.04305997119243178,0.03592865080398449,-0.022230456873163905,-0.012632924242824499,-0.015075699594902505,-0.026510876453844954,0.03999762033891268,-0.04828689801913304,0.03967664154284671,0.020646734237014727,0.004638415505009525,0.002947335077923648,0.08618688600443554,0.010710282559276623,0.024652708214587166,-0.019225556525463813,-0.020013153664644116,0.03869809317575617,0.013535796938362836,0.021435316944252193,0.019362781162987962,-0.0304481154136051,-0.018681790796631393,0.0022771778235876872,-0.02321335066740247,-0.02935648399306355,-0.03655704307554652,-0.011954378485540033,-0.032337732393605524,-0.02011737344735247,0.04014262521615463,0.0380788198183908,-0.007726414734548909,-0.013143449372154153,-0.0033739456447370716,0.017537686674451394,-0.01142938054724628,0.03760758122671394,-0.005835273397694883,-0.0038492664578422854,0.018920908944374735,0.06390397968194313,0.0035491972418601565,-0.00743639997281975
dim_0_above,0.02053374655274971,1.0,-0.394007706182078,-0.28696700071878395,0.2001422494111635,0.4200551114892364,-0.33727158782980193,0.12548572207269038,0.12548572207269038,0.7378869656093621,0.26294399466336493,0.3216926164671371,0.8486852748415491,0.6328378267144159,0.32562205687180507,0.6583232464108169,0.6414167582974731,0.6085600982420477,0.508112593082696,0.7877596944116924,0.383577139163546,0.4558041408920989,0.7749438385159448,0.09703264428916698,0.6599203129584744,0.19519600021023148,0.24997012475847583,0.6626237963998661,-0.16762404842752168,0.6985598834334009,0.4143610799974234,0.3165643591120039,0.1197090025889517,0.6648056804437965,0.7309251610929591,-0.3748239673602928,0.47405889728114,0.4087572787701045,0.46767274289331445,0.6400776273404135,0.5600305859855275,0.5941767075795659,0.19778461627301142,0.49602751814272306,0.37862501240826135,,0.5452115157368606,0.6785714889758784,0.6714382719515998,0.548097007626455,-0.06226411287117886,0.5002108090898877,0.3825003957105618,-0.16762404842752168,0.6699581215944772,0.650996136065958,0.6340135547233957,0.6506919176352272,0.6391771046444128,0.5205586400149139,0.30267165475111335,0.5916439046966563,0.5427198210348625,0.295253378096251,0.295253378096251,-0.0372815275820108,-0.1744033486897584,0.7287137425249514,0.44903860361733194,0.6030088593121874,0.21242920341415897,0.518210583449652,0.5434569132489729,-0.3506349571526056,0.4967656531762773,-0.20545670176881364,0.5992272606121255,0.5017078111630489,0.43989945060486085,0.5389918396971882,0.5091543355823408,,0.25148458246555805,0.36887518791685076,-0.10694080905931366,0.5955121305394103,0.5211839668896847,0.42647573861106985,0.5111837091808981,0.5451343615808553,0.02387623082770574,0.6748709919316628,0.725347336203422,0.42214435628220837,0.5404608077586761,0.4421697145193766,0.6504069100244374,0.6726973104591168,0.3888340955968795,0.21888371604705706,0.4440870378952995,0.5021125592664305,0.5432138147010115,0.44497900276892394,0.1654991105114463,-0.6700138544057767,0.6387023875021374,0.6054638820309771,0.64381364434176,0.6800981384593512,0.6900767919874659,0.5868402943560153,0.4357776072728501,0.7378155973475443,0.32542319052718177,0.30785737850018224,0.5604105364449551,0.8149529346371129,0.8323872686271147,0.7167542285130244,0.4890637168512658,0.5767700475650389,0.40193653565019505,0.43994962134144533,-0.31649881355341847,0.4635696194206793,-0.410177148706375
dim_1_african_names,0.0326735419795345,-0.394007706182078,1.0,0.7900024472991796,-0.2856159389974204,-0.38021990992832283,0.42828359218099743,0.1858803823750735,0.1858803823750735,-0.05167834936931039,0.08338879768186275,-0.07608887847338136,-0.4272399682669708,-0.22653172263024995,-0.33505696141214003,-0.14446978480650904,-0.4594173568747024,-0.21527228353399297,-0.17660728602668793,-0.24666380541982347,-0.18288638783482072,-0.2389121349926447,-0.26891298761171933,-0.015180871880356031,-0.2453788268927556,-0.26545983927661354,-0.14414238246330421,-0.318543571022553,-0.04575955340649474,-0.3712649683674631,0.21734172159509313,-0.2258858692524073,-0.3873295560694951,-0.33844997285953016,-0.25217915693075005,0.726482066081074,-0.3315400754001409,-0.34561061803818016,-0.37151212859217264,-0.3609875812974762,-0.2796099907390034,-0.06160858636696243,0.05713957855648518,0.08877329981418809,0.005994509524916029,,-0.2972385154279656,-0.2634564040418042,-0.2059152874062754,-0.4488140906723069,0.3059372929327586,-0.25076299497768134,-0.19967142428878418,-0.04575955340649474,-0.4407676976485177,-0.2865533102596403,-0.2984980383948056,-0.42030491941326464,-0.43945391784201193,-0.06292596149164041,0.031901763672601974,0.08650020161946112,-0.31867183392765747,-0.27241782076627574,-0.27241782076627574,0.49788186029774106,0.3851478325407331,-0.4595721393114584,-0.19333565639584172,-0.25239844964354086,-0.020092134977759364,-0.3888049660295584,-0.3741334860125157,0.3000580687129784,-0.10526887353743598,-0.18949357375304282,-0.20299482289293008,-0.13849524182991274,-0.4084132988446174,-0.5527391906787502,-0.26881415065680836,,-0.16161919056150204,0.03772294938248537,0.21449021309478006,-0.3733298029642966,-0.4014717052860808,-0.3381424939691656,-0.29630667694983187,-0.23709164267612085,-0.2667165268560038,-0.3240479481221965,-0.252411543935659,-0.05236471088565734,-0.17612774620625415,-0.043310552711569916,-0.18498129976069602,-0.10479915758316617,-0.20845636554694605,0.005364656709154499,-0.10787825961427629,-0.1892650484630353,-0.04250687319204577,0.10186992650687803,-0.016785382237858994,0.43995149074385953,-0.27440166479241257,-0.1199975843596646,-0.25269476832427024,-0.3820173472465194,-0.2924746307870908,-0.36062460947464214,-0.16407015787045837,-0.03195899682320884,-0.1623729160852298,-0.29116157488231303,-0.21940562970542782,-0.33874891708653415,-0.3170303280792988,-0.45290188057250585,-0.05037511902204144,-0.22336721448361138,0.1108999553369922,-0.19948774135084668,0.45555387233062183,-0.1855115342384781,0.35607722667611447
dim_2_african_names_2004,0.04550818568765564,-0.28696700071878395,0.7900024472991796,1.0,-0.19888813027502503,-0.3374396749775478,0.270151577388836,0.38238578580265353,0.38238578580265353,-0.061190816497545666,0.06331462282667609,-0.015270091024401031,-0.4276730486585316,-0.16600027178864032,-0.20298001290273826,-0.013334710623694897,-0.31976455661660547,-0.2571555847823846,-0.08815313439875595,-0.3052050846497191,0.020258024540749084,-0.2434020486967555,-0.20591468587522743,0.21129980196294346,-0.24304329283836631,-0.25665070905714593,-0.2249106830836015,-0.3493169272029229,-0.17177964416638727,-0.2706065084366891,0.34269466920777614,-0.15820177593275558,-0.49485623667413015,-0.30816681358857606,-0.24963776197132698,0.8988160652711787,-0.35519357678188157,-0.3431365012885799,-0.274753267141576,-0.2514910141428022,-0.19268265666149328,0.1040694246935845,0.21303182470237175,0.2511969187760414,0.16471759390202612,,-0.2890937392543146,-0.3630916844484572,-0.17202230480989325,-0.475426218466007,0.4830961226853922,-0.24403221496190236,-0.29855965050632505,-0.17177964416638727,-0.4065314305048285,-0.20267830868647393,-0.22294409965036982,-0.38256829617790367,-0.454715866652379,0.0676387996749694,0.11621197663009994,0.24848475818191856,-0.23760957400508353,-0.1952430135424657,-0.1952430135424657,0.5330511039347401,0.35843182574496923,-0.39386118859185965,-0.24314636476518478,-0.059187036568859416,-0.0067890692276199914,-0.20526642588253416,-0.4334614439252079,0.5075622598141502,0.054976156918689116,-0.30077609293321583,-0.05598201406753126,-0.17176690087983576,-0.45866193436296704,-0.5714256320146842,-0.12752734918100936,,-0.11041923100920462,0.2325984401405904,0.4580673710877824,-0.48159298368930065,-0.4112964243276395,-0.3672600340486986,-0.22724100781981282,-0.13054852835715472,-0.37593740144692056,-0.15519439992194548,-0.23997028305753443,0.04067433497989378,-0.06419884414161746,0.17353288010376045,-0.10317315738513394,0.003569832088001563,-0.15444629993832065,-0.053170960017693246,0.008086349753711796,-0.07236790457361363,0.0688001171171002,0.07315148395658529,0.0070679574618529185,0.3142536341061633,-0.20679668479911756,-0.09298603562672361,-0.27930160498830875,-0.4029959168187012,-0.37925976929845007,-0.4254041046068227,-0.2865857223850829,0.05860547208735814,-0.13076212584539354,-0.2241799990411358,-0.17065675394752872,-0.2152283025197685,-0.2693501994721288,-0.3773143397931641,0.11921559340242269,-0.17895556272190186,-0.04682586813922752,0.027845898550788496,0.678535652623894,-0.10531600508573488,0.15573499037724342
dim_3_aktiv,-0.005810529718340654,0.2001422494111635,-0.2856159389974204,-0.19888813027502503,1.0,0.8682481062278196,0.04546780394400409,0.36632660171307885,0.36632660171307885,0.27663222677922067,0.1076109205849798,0.5408280523273031,0.04671033476731639,0.5210087717263011,0.14329680174846224,0.574068492863634,0.5818432972907289,0.47485676084712847,0.4929548891344774,0.3789445446264867,0.5770224752768927,0.6054008444969448,0.5062273703799945,0.5916167014594292,0.30205469714332667,0.27760459351867073,0.5116439651566436,0.4152100405756036,0.46140777659418064,0.40816187031601564,0.39581022995515713,0.5549364527769723,0.35151571731685827,0.6447002188788331,0.4811455401136321,-0.15743571765959494,0.24111085191719472,0.4512431701780288,0.7871877286386407,0.6643020272334355,0.695944518393421,0.4009255155671135,0.6346988457623398,0.2679739244059126,0.24908583417656363,,0.5580599910765358,0.15356069922723953,0.3845586611262231,0.6251256914795077,0.005374723533536038,0.39380348177433483,0.5907478722053278,0.46140777659418064,0.34812150425605404,0.6086600273426969,0.689724025956599,0.5193349562464683,0.6083484355867512,0.5848893406481456,0.44455989376676647,0.25607346573284845,0.21770642666707915,0.6210787293760321,0.6210787293760321,0.16546911676619647,0.07644327094245254,0.5453968726275658,0.6076784875154797,0.6380883898730341,0.44448629965363873,0.6914367148421788,0.3184306814836885,0.10630470390170624,0.5611032114007892,-0.174896096833179,0.5959482856808986,0.36201330142602434,0.5699215678526256,0.3582244800799057,0.6277238596041276,,0.640277064008792,0.34419414861450753,0.33261508588168787,0.49499398604198797,0.6646095098950643,0.6854746253756369,0.6403994938851588,0.6649514312951033,0.4476262018478546,0.5861808925239523,0.5032510153316297,0.7153629462389234,0.6701396799163069,0.5985904371134002,0.6147507674223582,0.4376789256038891,0.8509946915535428,0.48623413025267026,0.5230587479732391,0.5873468123309472,0.5918844065604396,0.3187874416442382,0.5479909213337194,-0.48373282090739306,0.586499522015202,0.39596292406207223,0.5247452203553796,0.5340107691452539,0.35974632599520334,0.4610612147409055,0.1975700197130941,0.18868476455241995,0.5686817650961709,0.6398337145811511,0.4257350727607539,0.24015952552752157,0.3110711888243627,0.48625623774286897,0.6593563596317583,0.6821903347232348,-0.09069071997850367,0.426595309669743,-0.057929994967637906,0.5603906138208892,-0.3392108435219617
dim_4_alive,-0.007955861271075122,0.4200551114892364,-0.38021990992832283,-0.3374396749775478,0.8682481062278196,1.0,0.013020163866950091,0.2514554038108469,0.2514554038108469,0.4308393886834155,0.21742283923344843,0.5578262419973842,0.32795799637208145,0.7133155219134811,0.15911071058755166,0.646100966631718,0.6424803723020917,0.582957523257418,0.45328857545017953,0.6021898539758024,0.523490435796148,0.7288000844931541,0.6857469756978547,0.4871702509831983,0.5003669509613022,0.35795024680432,0.6544090156078121,0.6555729293850795,0.4868809278855067,0.5328575323667373,0.45073538748357395,0.5434858101559649,0.5822774979091222,0.813895773942941,0.6629087595246994,-0.3576164545860825,0.33255277242112885,0.597970302690334,0.8433627266963296,0.6929433451493191,0.6993376177388524,0.37664988885489414,0.5382078341514995,0.2216608734029857,0.14782220481247968,,0.7729085767184078,0.47497589726629824,0.4496207454061364,0.7276546692396507,-0.20963612629990225,0.5629606051096929,0.7456806891610571,0.4868809278855067,0.6429876421510964,0.6630221573669974,0.7866484468748474,0.6699571685882811,0.7886720705808795,0.6225091649265234,0.35023486885072486,0.2507952201326993,0.27147193084961135,0.7205444047093811,0.7205444047093811,0.13338052029327488,0.01821067110377363,0.7586763001421054,0.7649013239515035,0.636860216742813,0.5340193317740859,0.6230169944382159,0.6209281434173696,-0.09540257518390091,0.5336275713536489,-0.23809733902271443,0.6086884734263487,0.6728854548780514,0.6506597671300925,0.5692288594866732,0.6032387799891108,,0.6732057757420093,0.32836251139487804,0.17795038060624466,0.7440858637808088,0.8469596378592165,0.8524727337532547,0.7030576130385713,0.6493980733162118,0.576952663533015,0.5936958780379585,0.6773081834731834,0.7495435371244148,0.709848349477774,0.5150802071558596,0.7259740690029164,0.47792053958599495,0.8245222393527084,0.5920936963494,0.5889790513037588,0.5929507118952917,0.679126634013225,0.41538869686760693,0.571659554812767,-0.5723587447267765,0.6640159544998605,0.4847084477469774,0.6421938580097846,0.6803241737343819,0.6282227510545186,0.658323879437009,0.4652647885425267,0.34646804622967936,0.6750875818375296,0.7206167731109877,0.47790376391771916,0.44422298163000046,0.5284937091026093,0.6354426125665987,0.6049910308617353,0.8159690523974892,0.12549845001450186,0.3069208485005536,-0.3390646590358944,0.5917556673859756,-0.3146270406646953
dim_5_altmodisch,-0.05670305509672508,-0.33727158782980193,0.42828359218099743,0.270151577388836,0.04546780394400409,0.013020163866950091,1.0,0.4381375539727706,0.4381375539727706,-0.0721407505747789,0.2906367625448436,0.43030553091280993,-0.20760504853057204,0.07964922193351945,-0.2648001593586743,-0.18118487981359738,-0.42691503707283324,0.17078019310880707,-0.09194047052807866,-0.004781725883636749,-0.22723842651680048,0.17151038251831324,-0.12019364086728164,0.25082111415416164,0.09478557399472282,0.1652081736804485,0.4614345851178094,-0.20644952573419112,0.239484062526872,-0.38277137352198726,0.19170396007210597,0.3037976079687837,-0.0016655236891903577,-0.06492862333783438,-0.023721340227304696,0.37568320397411475,-0.20596304431700152,0.1421774870749634,0.07053728394706237,-0.14836208253620695,-0.03997667033357389,-0.11536668716420026,0.3921058776320011,0.0005991843764037532,0.021062231280153755,,0.07080415640622865,-0.1356983067420961,-0.13166790736151246,-0.1363149546546528,-0.17058239777937517,0.2525322410853353,0.23494889065977004,0.239484062526872,-0.15145175967929786,0.04894673509435529,0.013169517911048702,-0.10338462490199957,-0.015636951902883302,0.08932974334991595,0.27398771189585186,-0.08435575150061966,-0.3761870151271633,0.19820226319108164,0.19820226319108164,0.3870218523104272,0.44962311999276916,-0.2922166129824736,0.24719037139583513,-0.11059628149496714,0.22826105237103655,-0.17902741008520323,-0.04837949872991397,0.11962890622125495,0.03268238348450082,-0.2312192891335804,-0.023218738496591684,-0.1543087739383875,-0.04148737558429636,-0.21092394922179272,0.04523375885826065,,-0.01780984644042588,0.11201616778959256,0.2989562038448106,0.0036034324176794875,-0.05012470183206237,0.08631206228047701,0.22898573542702833,-0.1595865784634972,0.09435576204409396,-0.26564801187347803,-0.1633295030318331,0.18328709944061036,0.08437707008798262,-0.16527515161831344,0.09237475222146971,-0.12104068946723251,0.21920286239228262,0.581911071307785,-0.18370929263870786,-0.11968667241647378,0.07705800197607882,0.4371412411544752,0.4659910768650045,0.07556505636517387,-0.13004024755287277,0.23183695878964125,0.11232104774945426,-0.06313691846190947,-0.08074305502375899,0.08620410773361448,0.020528528602433503,-0.1413701124378333,-0.14463461911974862,-0.07370849875128005,0.1411412538916245,-0.16200991177054688,-0.3300355798513974,-0.2154494631897259,-0.061787553958633536,0.1847751256638343,0.06125597518192842,-0.21017322631749366,0.16436993198771788,0.16434147217426467,0.1869202746906663
dim_6_arts,0.02544746696898618,0.12548572207269038,0.1858803823750735,0.38238578580265353,0.36632660171307885,0.2514554038108469,0.4381375539727706,1.0,1.0,0.2552638878072347,0.35681013996419153,0.5608104505830092,-0.05939389290414956,0.35313526137284357,-0.07246718445884129,0.36304673962037415,0.13469450116839926,0.33192415686618265,0.47914760905296844,0.17822997634354942,0.4092837428033045,0.26661446325259963,0.3059935830892041,0.7766732077285482,0.24975112798821214,0.16702490406283865,0.24318170715571616,-0.019399705538376253,-0.09888688788249106,0.033780405663846214,0.5290732549965302,0.47392457689261114,-0.2752166561041353,0.19479086518873598,0.2674794732072646,0.49663530161315006,-0.07552104781144442,0.1400237950051467,0.4317541267752053,0.3103798623525991,0.36859183940942314,0.539805521858267,0.7453778528461663,0.569623724375596,0.5058955905649383,,0.2481624100929571,-0.08285782538187801,0.23080852995889492,-0.017667425470615557,0.3274672702361538,0.3092590219574793,0.10933413975576566,-0.09888688788249106,0.0022191907288672597,0.43309630519705783,0.37429912027126944,0.13883646274758998,0.11189143182478384,0.6116297204017584,0.6443103187382364,0.529497981489273,0.07235683238691575,0.3091359810980764,0.3091359810980764,0.5933901768541634,0.421128726155548,0.06190413420624543,0.3175155779687059,0.46312307778659756,0.2006211919225162,0.3268397397964102,-0.07839750577694986,0.4765231778452561,0.6211176968205114,-0.2829322500637224,0.46896985487781895,-0.007988871212904888,-0.014457086534979308,-0.1833053394448839,0.48142795920261494,,0.26309886303436464,0.6399924038793311,0.7775602242284048,0.014341883269164132,0.10401375868260883,0.15192726129319714,0.4700879822808922,0.429080191999095,-0.15910872381298286,0.3714895910783321,0.1425195671148898,0.5649527440111641,0.5123107247805841,0.4976980402631555,0.505951088850401,0.4707215714115157,0.46819585933275837,0.47523421813225,0.22217932127154197,0.36655151143142517,0.5140063868737637,0.5227004350998424,0.5304720757903105,-0.4079213763885833,0.2133205660013149,0.5015208701986679,0.30160910180831735,0.11728776901517461,-0.0006050159110839159,0.0812434197892424,-0.06917485542718994,0.3491866583603301,0.04812639840085723,0.16314607229218483,0.38613109144093394,0.24129792865760952,0.03220955990301315,0.18775722259881694,0.5654385799096455,0.4611784506564564,-0.036306912854926335,0.3447208918776994,0.40802677190182884,0.520782598763522,-0.33245520607047857
dim_7_arts_2,0.02544746696898618,0.12548572207269038,0.1858803823750735,0.38238578580265353,0.36632660171307885,0.2514554038108469,0.4381375539727706,1.0,1.0,0.2552638878072347,0.35681013996419153,0.5608104505830092,-0.05939389290414956,0.35313526137284357,-0.07246718445884129,0.36304673962037415,0.13469450116839926,0.33192415686618265,0.47914760905296844,0.17822997634354942,0.4092837428033045,0.26661446325259963,0.3059935830892041,0.7766732077285482,0.24975112798821214,0.16702490406283865,0.24318170715571616,-0.019399705538376253,-0.09888688788249106,0.033780405663846214,0.5290732549965302,0.47392457689261114,-0.2752166561041353,0.19479086518873598,0.2674794732072646,0.49663530161315006,-0.07552104781144442,0.1400237950051467,0.4317541267752053,0.3103798623525991,0.36859183940942314,0.539805521858267,0.7453778528461663,0.569623724375596,0.5058955905649383,,0.2481624100929571,-0.08285782538187801,0.23080852995889492,-0.017667425470615557,0.3274672702361538,0.3092590219574793,0.10933413975576566,-0.09888688788249106,0.0022191907288672597,0.43309630519705783,0.37429912027126944,0.13883646274758998,0.11189143182478384,0.6116297204017584,0.6443103187382364,0.529497981489273,0.07235683238691575,0.3091359810980764,0.3091359810980764,0.5933901768541634,0.421128726155548,0.06190413420624543,0.3175155779687059,0.46312307778659756,0.2006211919225162,0.3268397397964102,-0.07839750577694986,0.4765231778452561,0.6211176968205114,-0.2829322500637224,0.46896985487781895,-0.007988871212904888,-0.014457086534979308,-0.1833053394448839,0.48142795920261494,,0.26309886303436464,0.6399924038793311,0.7775602242284048,0.014341883269164132,0.10401375868260883,0.15192726129319714,0.4700879822808922,0.429080191999095,-0.15910872381298286,0.3714895910783321,0.1425195671148898,0.5649527440111641,0.5123107247805841,0.4976980402631555,0.505951088850401,0.4707215714115157,0.46819585933275837,0.47523421813225,0.22217932127154197,0.36655151143142517,0.5140063868737637,0.5227004350998424,0.5304720757903105,-0.4079213763885833,0.2133205660013149,0.5015208701986679,0.30160910180831735,0.11728776901517461,-0.0006050159110839159,0.0812434197892424,-0.06917485542718994,0.3491866583603301,0.04812639840085723,0.16314607229218483,0.38613109144093394,0.24129792865760952,0.03220955990301315,0.18775722259881694,0.5654385799096455,0.4611784506564564,-0.036306912854926335,0.3447208918776994,0.40802677190182884,0.520782598763522,-0.33245520607047857
dim_8_bad,0.010158529040816789,0.7378869656093621,-0.05167834936931039,-0.061190816497545666,0.27663222677922067,0.4308393886834155,-0.0721407505747789,0.2552638878072347,0.2552638878072347,1.0,0.4054939297341304,0.5253797329330872,0.5886674659109054,0.6640803958229438,0.2358340822151556,0.791168044218281,0.5836395622865672,0.789821822001727,0.6246745476056028,0.8622583893749205,0.34985703628439274,0.6475927494613797,0.8917707756378063,0.15927405590000324,0.7134916672770958,0.080169951658875,0.34386322175436734,0.6973660893026391,-0.13550655826589203,0.6090738211550893,0.6449973521611408,0.49463875488161496,0.03818378574962628,0.7428276663608072,0.8609440277340188,-0.1465410220519039,0.3297315971837009,0.38588851468908425,0.5165990084855201,0.7219344623912582,0.7024222172288836,0.7116734531748078,0.38352132152374785,0.655831978118792,0.5139344384522199,,0.5913950428821263,0.6974161190686811,0.8001545473871061,0.6095324894298897,-0.03916718881833789,0.5430103600587154,0.5261257656934601,-0.13550655826589203,0.49016293334315725,0.7384691696863082,0.7292396821862149,0.6270810916697891,0.7029217285644115,0.6499294854708456,0.5579980313855162,0.6919745037251244,0.3390082383723017,0.33242200624019075,0.33242200624019075,0.16211319649954242,-0.029025964707949003,0.712172128002838,0.5727216249949387,0.6834446180739399,0.3271050827688548,0.6094952495209374,0.4249398919152749,-0.28589326999043124,0.6788908681701467,-0.3329972055015284,0.7499616865851354,0.47858396704519784,0.4871834526453905,0.42607722509417534,0.6721720203881965,,0.31914627040409255,0.4458181891227302,-0.011010633599983827,0.6050051461428317,0.5387778514611123,0.47165296722522043,0.614250617226656,0.6285820319236628,0.01760341166266412,0.7001753356593995,0.7539145998241521,0.5428174787192577,0.6433013373708335,0.519911494959865,0.7907567260387759,0.8417361348306532,0.5267234340616278,0.32977871631973726,0.4414517637857623,0.5659888253195043,0.6500222688327051,0.6395814554325318,0.35990380796574445,-0.6092754969217241,0.738241243788894,0.8197837722865863,0.7740103648341949,0.7027210126433944,0.744005375777792,0.6544531289202782,0.4481154228952938,0.8888481346006968,0.31017731830349565,0.3144083452929037,0.7270406448238125,0.7761967178733726,0.8267861423370871,0.690406267806585,0.6485686514501231,0.6931109819949474,0.41642794287222495,0.4839259578445352,-0.16593134531423318,0.6330143644620534,-0.3544625768345916
